,title,price,address,township,car_boxes,rooms,bathroms,squareM,description
44,plaza carso: 2 recamaras con family room o tercera recamara,35000.0,"lago zurich 219 polanco, miguel hidalgo",miguel hidalgo,2.0,2.0,3.0,120.0, precioso departamento de 121 m2 esquinero 2 recamaras y family room o tercera recamara 2 baños completos baño de visitas area de lavado amplio salon comedor preciosa cocina abierta muy luminoso acabados de primera calidad 2 cajones de estacionamiento completo conjunto de amenidades vigilancia 24 horas estacionamiento para visitas acceso directo al centro comercial mantenimiento incluido en la renta las vistas y la orientacion pueden variar 
46,plaza carso: amueblado de 2 recamaras con family room,38000.0,"polanco, miguel hidalgo",miguel hidalgo,2.0,2.0,3.0,113.0, precioso departamento completamente amueblado y equipado 113 m2 perfecta distribucion 2 recamaras con baño completo una vestidor y la otra con armario baño de visitas family room amplia sala comedor espaciosa cocina abierta area de lavado amplias cristaleras en todas las estancias 2 cajones de estacionamiento completo conjunto de amenidades vigilancia 24 horas estacionamiento para visitas perfecta ubicacion muy tranquilo mantenimiento incluido en la renta solo se renta para periodos de larga estancia 
47,plaza carso: lindo departamento amueblado de 2 recamaras,37000.0,"polanco, miguel hidalgo",miguel hidalgo,2.0,2.0,2.0,105.0, departamento completamente amueblado y equipado 105 m2 2 recamaras cada una con baño completo y amplio armario baño de visitas linda cocina abierta area de lavado piso laminado en las recamaras en muy buen estado techos de 3 metros que le da mucha amplitud 2 cajones de estacionamiento completo conjunto de amenidades acceso directo al centro comercial vigilancia 24 horas estacionamiento para visitas torre muy bien ubicada mantenimiento incluido en la renta solo se renta para periodos de larga estancia 
49,precioso departamento amueblado de 1 recamara,35000.0,"lago zurich 272 ampliacion granada, miguel hidalgo",miguel hidalgo,1.0,1.0,2.0,75.0, precioso departamento de 1 recamara 75 m2 acabados de alta calidad completamente amueblado 1 recamara muy amplia con baño completo y vestidor baño de visitas linda cocina abierta area de lavado espaciosa sala comedor muebles de alta calidad perfecta distribucion muy luminoso completo conjunto de amenidades vigilancia 24 horas torre muy bien ubicada mantenimiento incluido en la renta solo se renta para periodos de larga estancia 
50,renta depto nuevo en san angel inn 84m2,20000.0,"salvatierra 113 lomas de san angel inn, alvaro obregon",alvaro obregon,1.0,2.0,2.0,84.0, excelente ubicacion 84 m2 nuevo en primer piso estancia amplia e iluminada en sala y comedor con cocina equipada y lavanderia dos recamaras dos baños completos roof garden area libre con asador 1 estacionamiento techado porton electrico mantenimiento incluido 
51,departamento en renta en bosques de las lomas,49000.0,"bosques de las lomas, cuajimalpa de morelos",cuajimalpa,3.0,3.0,3.0,313.0, amplio e impecable departamento en bosque de toronjos a unos pasos de pabellon bosques excelente ubicacion orientacion y vistas construccion 313m2 3 recamaras con baño y vestidor family amplia sala comedor antecomedor cocina lavanderia y cuarto de servicio con acceso independiente 1 departamento por piso 3 estacionamientos bodega no tiene areas comunes easybroker id eb ip0088 
52,departamento en renta high park santa fe,22000.0,"av. santa fe santa fe cuajimalpa, cuajimalpa de morelos",cuajimalpa,1.0,1.0,1.0,65.0, departamento high park santa fe loft con amenidades alberca spa gimnasio vapor sauna cine business center salon de adultos cancha paddle y basquet ballludoteca mantenimiento incluido 
53,departamento en renta 86 m2 bosques de las lomas,14000.0,"lomas del chamizal, cuajimalpa de morelos",cuajimalpa,2.0,2.0,2.0,86.0, funcional departamento de 86 m2 en secretaria de marina cuenta con sala comedor 2 recamaras 2 baños 2 estacionamientos balcon vigilancia 24 horas la renta incluye el mantenimiento easybroker id eb gl6659 
54,departamento en renta en bosques de las lomas,45000.0,"bosques de las lomas, cuajimalpa de morelos",cuajimalpa,4.0,4.0,3.0,360.0, departamento en renta en la perla bosques de las lomas sobre prolongacion bosques de reforma construccion 360m2 piso 6 vista exterior 4 recamaras 3 completas con vestidor 1 medio baño sala comedor cocina sala de tv antecomedor cuarto de servicio con baño completo 4 lugares de estacionamiento juntos bodega de 30m2 areas comunes cancha de padel gimnasio salon de juegos de niños alberca techada salon de fiestas jardin con juegos y porteria remodelado patio techado grande para patinar 20 años de antigüedad 9850 pesos de mantenimiento incluido sin amueblar se permiten mascotas seguridad excelente 24 horas easybroker id eb ip0292 
56,departamento en renta de 3 recamaras reforma santa fe 3833,47000.0,"santa fe, alvaro obregon",alvaro obregon,3.0,3.0,3.0,285.0, ubicado frente al centro comercial de santa fe av vasco de quiroga construccion 285m2 3 recamaras 3 5 baños sala comedor cocina sala de tv cuarto de servicio cuarto de lavado terraza bodega 3 estacionamientos comodas amenidades alberca jacuzzis gimnasio vapor jardines asadores restaurante pista de jogging salon de jovenes y de eventos ludoteca juegos infantiles canchas de padel squash y tennis easybroker id eb ez2303 
57,departamento en ruben dario,32750.0,"polanco, miguel hidalgo",miguel hidalgo,4.0,2.0,2.0,550.0, penthouse en la zona mas emblematica de polanco vista desde el departamento hacia el castillo de chapultepec consta de 550 metros habitables divina terraza con vista espectacular al lago bosque y castillo amplia area de family sala comedor y bar cocina equipada alacenas grandes cuarto de servicio muy grande podria ser una tercera recamara area de lavado area social piso de marmol recamara principal enorme podrias incluir sala de television vestidor tocadory baño muy amplio recamara secundaria con closet y baño propio area de oficina pisos de duela en recamaras equipo de sonido para todo el departamento amplia bodega estacionamiento para 4 coches mtto incluido seguridad 24 7 amenidades alberca gimnasio spa vapor sauna sala de juntas salon para eventos 1 500 mts aprox de jardines juegos infantiles tombling easybroker id eb hh8027 
58,departamento en renta con vista a la alameda central 805 carso alameda ,27900.0,"mexico, cuauhtemoc, avenida juarez 52 centro, cuauhtemoc",cuauhtemoc,0.0,1.0,1.0,68.0, hugo brauer apartments ofrece moderno departamento en renta edificio carso alameda disfruta de hermosos amaneceres y atardeceres desde la comodidad de tu sala ubicacion privilegiada en el corazon del centro historico con esplendida vista a la alameda central y al iconico palacio de bellas artes a un costado del corredor comercial y cultural lleno de teatros museos restaurantes y tiendas el moderno diseño del departamento permite optimizar y disfrutar al maximo cada espacio cuenta con 68m2 incluye una recamara cocina integral baño completo y amplios closets espacio luminoso y acogedor el edificio cuenta con seguridad 24 7 gimnasio salon de eventos y business center haz extraordinario lo cotidiano para mas informacion contactanos hugo brauer apartments editado 
59,renta departamento tiburcio sanches de la barquera 101 muy cerca del m barranca ,17500.0,"tiburcio sanchez de la barquera 101 merced gomez, benito juarez",benito juarez,2.0,2.0,2.0,80.0, renta departamento super ubicado a 1 cuadra del metro barranca del muerto walmart express y a soo 3 min de centros comerciales 80 m2 1er nivel sala comedor cocina integral super amplia y con doble barra 2 baños completos 2 recamaras patio de servicio terraza interna 2 lugares de estacionamiento no compartidos no hay que esperar a que el vecino se mueva area extra de tendido en el ultimo nivel 
60,departamento en club residencial bosques,65000.0,"bosques de las lomas, cuajimalpa de morelos",cuajimalpa,3.0,3.0,3.0,305.0, construccion 292 30 m totales primer nivel 149 54 terraza 13 m segundo nivel 142 76 m departamento de dos pisos marmol en estancia y madera de ingenieria en todo el departamento primer nivel estancia cocina lavanderia cuarto de servicio baño de visitas sala antecomedor y comedor bar balcon a lo largo de la cocina segundo nivel recamara principal con walking closet segunda y tercera recamara con closet cada recamara con baño completo area de television y oficina amenidadescasa club con cine restaurante snack bar bar gimnasio ring de box spinning canchas de padel cancha de futbol cancha de basketball cancha de tenis granja pista de patinetas juegos infantiles mini golfito area de mascotas exclusivo para la torre en la torre alberca ludoteca gym area de entretenimiento horna de pizas piso 21 easybroker id eb ft5289 
61,bonito departamento amueblado en alamos,17000.0,"alamos, benito juarez",benito juarez,1.0,2.0,2.0,80.0, excelente departamento amueblado en calle tranquila en alamos cuenta con vigilancia las 24 hrs consta de cocina integral con refrigerador utensilios de cocina espacio de lavado con lavadora 2 recamaras la principal con vestidor y baño sala ce piel moderna comedor vanguardista area de tendido 1 estacionamiento ubicado en 4 piso con elevador cerca de parques escuelas centro comerciales y supermercados transporte publico entre otros 
62,departamento en renta en we santa fe,18300.0,"el yaqui, cuajimalpa de morelos",cuajimalpa,1.0,1.0,1.0,67.0, lindo departamento en we santa fe de una recamara con amplio closet en renta 18 300 entrada directa por santa fe y carretera mexico toluca construccion 67m2 55 18 mts habitables terraza muy amplia de 11 52 mts no es balcon 1 estacionamiento cocina cuarto de lavanderia piso 6 vista a vista hermosa ideal para pareja estudiante soltero excelente ubicacion entrada inmediata a santa fe y carretera mexico toluca acceso inmediato a santa fe bosques vista hermosa amenidades sky lounge terraza cafeteria gym alberca salon de yoga jardin juice bar ludoteca salon de eventos spa vapor salon de belleza business center easybroker id eb jm9316 
63,"polanco, plaza carso: 2 recamaras con family room o tercera recamara",35000.0,"lago zurich 245, ampliacion granada, miguel hidalgo ampliacion granada, miguel hidalgo",miguel hidalgo,2.0,3.0,2.0,121.0, precioso departamento de 121 m2 esquinero 2 recamaras y family room o tercera recamara 2 baños completos baño de visitas area de lavado amplio salon comedor preciosa cocina abierta muy luminoso acabados de primera calidad 2 cajones de estacionamiento completo conjunto de amenidades vigilancia 24 horas estacionamiento para visitas acceso directo al centro comercial mantenimiento incluido en la renta las vistas y la orientacion pueden variar 
64,plaza carso: amueblado de 3 recamaras muy lindo,58000.0,"lago zurich 272 polanco, miguel hidalgo",miguel hidalgo,2.0,3.0,3.0,121.0, precioso departamento amueblado 121 m2 3 recamaras 2 baños completos baño de visitas area de lavado linda cocina abierta muy luminoso bien decorado acabados de lujo 2 cajones de estacionamiento completo conjunto de amenidades vigilancia 24 horas estacionamiento para visitas acceso directo a la plaza mantenimiento incluido en la renta solo se renta para periodos de larga estancia 
65,plaza carso: amueblado de 2 recamaras con aire acondicionado,38000.0,"ferrocarril de cuernavaca 779 ampliacion granada, miguel hidalgo",miguel hidalgo,2.0,2.0,3.0,113.0, departamento en plaza carso completamente amueblado y equipado 113 m2 2 recamaras cada una con baño completo recamara principal con vestidor family room baño de visitas linda cocina abierta area de lavado espacios muy amplios muy luminoso muy bien distribuido aire acondicionado cuenta con bodega 2 cajones de estacionamiento completo conjunto de amenidades vigilancia 24 horas mantenimiento incluido en el monto de la renta solo se renta para periodos de larga estancia 
66,contadero  stampa super precio,17800.0,"contadero, cuajimalpa de morelos",cuajimalpa,2.0,1.0,1.0,71.0, en una magnifica comunidad para vivir en total armonia se encuentra este comodo loft en la zona de contadero y a solo 5 minutos de santa fe listo para estrenar preciosa distribucion comodo y amplio recamara con baño y un amplisimo closet cocina integral con horno de microondas en una cocina abierta que incluye refrigerador espacio de lavado integrado al departamento y bodega cercana al elevador magnifica vista a la ciudad vistas verdes lleno de espacios sociales y magnificas amenidades conocelo y seguro querras vivir ahi easybroker id eb fy9465 
67,departamento amueblado de 2 recamaras con family room,47000.0,"lago zurich 219 ampliacion granada, miguel hidalgo",miguel hidalgo,1.0,2.0,3.0,118.0, departamento de 118 m2 completamente amueblado y equipado 2 recamaras cada una con baño completo y vestidor family room con baño completo linda cocina abierta area de lavado estancias muy amplias grandes ventanas que le dan mucha luminosidad 1 cajon de estacionamiento completo conjunto de amenidades estacionamiento para visitas vigilancia 24 horas conexion directa con la plaza torre muy tranquila y muy bien ubicada mantenimiento incluido en la renta no se renta por estancias cortas 
69,departamento amueblado de 2 recamaras con family room,47000.0,"lago zurich 219 polanco, miguel hidalgo",miguel hidalgo,1.0,2.0,3.0,118.0, departamento de 118 m2 completamente amueblado y equipado 2 recamaras cada una con baño completo y vestidor family room con baño completo linda cocina abierta area de lavado estancias muy amplias grandes ventanas que le dan mucha luminosidad 1 cajon de estacionamiento completo conjunto de amenidades estacionamiento para visitas vigilancia 24 horas conexion directa con la plaza torre muy tranquila y muy bien ubicada mantenimiento incluido en la renta no se renta por estancias cortas 
70,plaza carso: departamento de 3 recamaras con family room y cuarto de servicio,52000.0,"lago zurich 272 ampliacion granada, miguel hidalgo",miguel hidalgo,2.0,3.0,4.0,161.0, departamento de 161 m2 3 recamaras cada una con baño completo family room baño de visitas amplia cocina abierta espaciosa sala comedor area de lavado cuarto de servicio muy luminoso 2 cajones de estacionamiento acabados de alta calidad amenidades vigilancia 24 horas perfecta ubicacion las imagenes que aparecen tienen derechos de autor y no se pueden usar 
71,departamento amueblado en renta en la miguel hidalgo,24500.0,"periodista, miguel hidalgo",miguel hidalgo,2.0,2.0,2.0,83.0, residencial vistas del bosque estilo y funcionalidad asi se describe este comodo y acogedor departamento a estrenar que cuenta 83m2 distribuidos en 2 hermosas habitaciones linda estancia cocina equipada cuarto de lavado 1 vestidor bien diseñado 2 baños completos para la comodidad y privacidad de quien habite en el departamento asi como medio baño mas para tus visitas dos lugares de estacionamiento amplios y con facilidad para estacionarse con una ubicacion privilegiada entre periferico y circuito interior muycerca de polanco en un lujoso y sofisticado edificio con hermosas vistas seguridad las 24 hrs para que vivas y duermas con toda la tranquilidad el edificio cuenta con excelentes amenidades como gimnasio alberca baños con sauna y vapor salon de fiestas sala de aerobics terraza cine sala de juegos ludoteca y un precioso jardin para que tengas un estilo de vida unico y fascinante organice una visita hoy precio de renta con mantenimiento incluido 24 500 pesos ai brokers inmobiliaria 5531338534 easybroker id eb eq3281 
72,hermoso departamento en tabacalera a un costado del monumento a la revolucion ,11000.0,"tabacalera, cuauhtemoc",cuauhtemoc,0.0,2.0,1.0,63.0, departamento en planta baja semiamueblado incluye el pago de los servicios como gas luz 
73,se renta departamento enfrente al  instituto cumbres,32000.0,"lomas de chapultepec, miguel hidalgo",miguel hidalgo,2.0,3.0,2.0,163.0, el departamento esta muy bonito y tiene grandes espacios es muy iluminado y esta en excelentes condiciones cuenta con 3 recamaras 2 baños y medio family room son en total 163 m2 tiene cocina integral cuarto de servicio area de lavado y 2 cajones de estacionamiento techados esta ubicado en el 2do piso el edificio cuenta con elevador vigilancia 24 horas tiene un muy bonito roof garden comun con salon de fiestas y baños si se aceptan mascotas easybroker id eb is0110 
74,"renta departamento amueblado en myana, polanco",45000.0,"ejercito nacional · 769; c.p. 11520 granada, miguel hidalgo",miguel hidalgo,2.0,2.0,2.0,107.0, excelente departamento recien remodelado de 2 recamaras 2 baños 2 estacionamientos excelentes amenidades alberca jacuzzis lofts garden gimnasio salon de usos multiples restaurante cancha de futbol salon para eventos etcetera en una de las zonas mas cotizadas de la ciudad de mexico dentro de una plaza comercial con tiendas anclas restaurantes oficinas cerca de centros comerciales como antara carso escuelas hospitales etcetera 
75,en exclusiva bosque de las lomas departamento a la renta en bosque de toronjos (ao),49000.0,"bosques de las lomas, cuajimalpa de morelos",cuajimalpa,0.0,3.0,3.0,315.0, bosque de las lomas departamento a la renta en bosque de toronjos ao cuenta con 315m estancia cocina antecomedor family 3 recamaras la principal con baño y vestidor la segunda recamara con walking closet y la tercera con amplio closet baño de visitas 4 estacionamientos techados vigilancia 24hrs bodega elevador mantenimiento incluido remodelado excelente distribucion amplios espacios acogedor muy bonita vista a la cañada buenos terminados 
